GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,AIANHHA,URBRURALA,NAME,HD1001,HD1002,HD1003,HD1004,HD1005,HD1006,HD1007,HD1008,HD1009,HD1010,HD1011,HD1012,HD1013,HD1014,HD1015,HD1016,HD1017,HD1018,HD1019,HD1020,HD1021,HD1022,HD1023,HD1024,HD1025,HD1026,HD1027,HD1028,HD1029,HD1030,HD1031,HD1032
"G41003900050001","2000","Oregon","41","Lane","039",,,"005000","1",,,"Block Group 1",0,0,0,0,0,7,16,0,21,8,72,16,127,63,8,26,0,0,0,0,0,0,9,0,62,9,57,24,151,30,0,11
"G41003900050002","2000","Oregon","41","Lane","039",,,"005000","2",,,"Block Group 2",0,0,0,0,9,0,0,20,48,0,86,49,100,40,7,28,0,0,0,10,0,0,4,7,66,27,64,52,85,77,0,17
"G41003900050003","2000","Oregon","41","Lane","039",,,"005000","3",,,"Block Group 3",0,0,0,0,0,14,14,0,28,25,134,59,174,60,30,17,0,0,0,12,0,6,0,0,84,50,121,60,158,92,13,15
"G41003900050004","2000","Oregon","41","Lane","039",,,"005000","4",,,"Block Group 4",0,0,0,0,0,0,0,13,11,14,11,14,130,71,35,19,0,0,0,0,0,5,0,8,55,8,68,18,125,100,64,16
"G41003900051001","2000","Oregon","41","Lane","039",,,"005100","1",,,"Block Group 1",14,0,5,6,11,17,0,11,86,13,106,25,98,14,22,0,0,0,0,0,6,0,20,5,125,13,73,25,146,77,0,0
"G41003900051002","2000","Oregon","41","Lane","039",,,"005100","2",,,"Block Group 2",0,9,5,6,0,0,0,0,39,44,84,37,149,69,27,42,0,0,8,0,15,0,0,39,91,65,119,30,156,116,13,43
"G41003900052001","2000","Oregon","41","Lane","039",,,"005200","1",,,"Block Group 1",0,2,6,3,0,0,0,6,21,0,38,13,53,21,0,16,7,0,0,2,7,0,5,0,50,16,48,13,86,40,17,13
"G41003900052002","2000","Oregon","41","Lane","039",,,"005200","2",,,"Block Group 2",0,0,0,0,0,7,0,0,50,17,65,34,112,88,36,32,0,0,0,0,0,0,0,0,44,11,88,108,94,136,13,28
"G41003900053001","2000","Oregon","41","Lane","039",,,"005300","1",,,"Block Group 1",0,0,0,0,12,0,0,7,42,0,47,11,90,27,5,8,0,0,4,5,3,6,0,0,58,40,24,24,67,17,9,7
"G41003900053002","2000","Oregon","41","Lane","039",,,"005300","2",,,"Block Group 2",7,0,0,13,0,0,11,0,42,39,87,35,180,112,37,33,6,7,6,3,0,6,5,13,84,47,109,38,151,139,38,20
"G41003900054001","2000","Oregon","41","Lane","039",,,"005400","1",,,"Block Group 1",0,0,0,10,0,11,13,0,51,0,48,10,119,55,32,66,5,0,0,0,0,16,0,0,66,65,63,38,98,60,7,33
"G41003900054002","2000","Oregon","41","Lane","039",,,"005400","2",,,"Block Group 2",0,0,0,0,0,0,0,0,52,13,42,17,59,53,18,49,0,0,0,0,8,0,0,0,66,35,85,34,81,34,25,20
"G41003900054003","2000","Oregon","41","Lane","039",,,"005400","3",,,"Block Group 3",0,0,0,0,0,0,13,0,66,31,74,51,261,120,51,58,0,0,0,0,0,0,22,0,67,18,149,34,310,184,20,19
"G41003900054004","2000","Oregon","41","Lane","039",,,"005400","4",,,"Block Group 4",0,0,0,0,0,0,0,0,17,0,80,31,99,37,21,32,0,0,0,0,0,22,0,0,0,35,44,50,78,45,28,10
"G41004109501001","2000","Oregon","41","Lincoln","041",,,"950100","1",,,"Block Group 1",10,6,0,6,7,16,27,26,333,69,98,28,78,31,11,6,0,0,10,18,6,17,13,33,281,70,89,47,82,10,0,0
"G41004109501002","2000","Oregon","41","Lincoln","041",,,"950100","2",,,"Block Group 2",0,0,0,18,7,7,15,27,170,39,66,15,19,7,0,0,5,0,0,10,12,0,11,22,186,66,70,24,5,34,5,6
"G41004109503001","2000","Oregon","41","Lincoln","041",,,"950300","1",,,"Block Group 1",0,9,7,0,0,0,0,23,60,52,84,69,74,30,0,31,0,0,0,0,0,0,0,23,116,101,111,56,40,28,0,0
"G41004109503002","2000","Oregon","41","Lincoln","041",,,"950300","2",,,"Block Group 2",0,7,13,0,6,7,0,14,110,6,92,17,32,0,0,7,0,6,0,15,8,23,0,8,129,56,105,17,22,0,0,0
"G41004109503003","2000","Oregon","41","Lincoln","041",,,"950300","3",,,"Block Group 3",0,0,5,0,29,7,6,13,96,25,50,11,67,14,17,13,0,6,0,12,0,10,0,11,123,38,92,27,89,16,13,0
"G41004109503004","2000","Oregon","41","Lincoln","041",,,"950300","4",,,"Block Group 4",0,0,19,0,5,6,22,4,98,43,92,29,54,12,6,7,0,0,0,28,19,13,0,29,130,42,108,8,53,31,0,7
"G41004109504001","2000","Oregon","41","Lincoln","041",,,"950400","1",,,"Block Group 1",0,0,8,21,9,7,22,32,220,47,112,22,75,28,35,0,0,0,7,8,14,12,11,28,198,131,232,27,66,39,0,12
"G41004109504002","2000","Oregon","41","Lincoln","041",,,"950400","2",,,"Block Group 2",0,0,17,10,15,29,26,22,156,58,101,29,32,6,5,6,12,7,4,37,11,20,11,25,197,66,172,26,55,10,0,0
"G41004109506001","2000","Oregon","41","Lincoln","041",,,"950600","1",,,"Block Group 1",0,0,0,17,6,36,19,0,101,41,108,13,79,47,6,15,0,0,0,6,6,10,11,13,163,60,108,27,71,30,26,12
"G41004109506002","2000","Oregon","41","Lincoln","041",,,"950600","2",,,"Block Group 2",2,9,0,14,4,29,16,21,198,78,128,41,124,28,29,22,0,0,6,24,10,26,17,47,197,83,205,53,103,50,3,7
"G41004109506003","2000","Oregon","41","Lincoln","041",,,"950600","3",,,"Block Group 3",0,0,7,0,7,27,6,14,106,36,112,26,81,45,6,13,0,0,0,32,8,10,27,32,202,54,83,18,114,30,0,6
"G41004109508001","2000","Oregon","41","Lincoln","041",,,"950800","1",,,"Block Group 1",0,0,0,0,0,21,0,0,129,14,82,14,119,59,18,12,0,0,11,0,0,0,7,0,150,47,133,66,78,30,17,9
"G41004109508002","2000","Oregon","41","Lincoln","041",,,"950800","2",,,"Block Group 2",0,0,5,44,7,12,20,14,142,28,165,21,47,37,5,5,0,0,0,18,10,41,6,42,157,61,154,44,119,54,0,3
"G41004109509001","2000","Oregon","41","Lincoln","041",,,"950900","1",,,"Block Group 1",5,0,0,12,6,20,6,8,26,28,27,13,32,7,0,0,0,0,4,0,0,0,7,5,49,11,51,25,44,7,0,6
"G41004109509002","2000","Oregon","41","Lincoln","041",,,"950900","2",,,"Block Group 2",5,0,0,12,7,5,0,0,74,15,38,8,40,4,0,9,9,0,0,7,12,0,6,7,44,49,53,12,51,12,0,0
"G41004109509003","2000","Oregon","41","Lincoln","041",,,"950900","3",,,"Block Group 3",0,0,0,7,4,7,7,14,58,25,48,11,45,14,4,6,0,0,0,0,12,0,12,8,93,22,45,29,36,29,5,0
"G41004109509004","2000","Oregon","41","Lincoln","041",,,"950900","4",,,"Block Group 4",0,0,0,0,0,4,15,0,78,25,39,0,54,35,0,32,3,12,0,0,0,14,0,30,95,11,83,29,51,32,6,8
"G41004109510001","2000","Oregon","41","Lincoln","041",,,"951000","1",,,"Block Group 1",6,7,6,14,7,22,21,0,70,0,44,9,26,33,14,0,0,0,0,20,9,14,9,0,47,29,52,0,34,14,6,0
"G41004109510002","2000","Oregon","41","Lincoln","041",,,"951000","2",,,"Block Group 2",22,0,49,4,9,35,24,15,113,46,77,15,80,36,11,8,0,5,11,6,19,6,35,14,85,23,86,49,81,21,0,7
"G41004109511001","2000","Oregon","41","Lincoln","041",,,"951100","1",,,"Block Group 1",0,0,0,14,10,6,12,10,70,21,75,18,31,27,16,12,10,6,0,13,0,21,11,19,94,50,40,14,38,29,7,27
"G41004109511002","2000","Oregon","41","Lincoln","041",,,"951100","2",,,"Block Group 2",0,0,0,0,0,5,17,38,68,42,61,5,42,21,11,21,0,0,0,0,0,5,7,13,113,31,68,24,30,25,10,0
"G41004109512001","2000","Oregon","41","Lincoln","041",,,"951200","1",,,"Block Group 1",0,0,0,0,0,14,5,11,57,60,58,35,61,15,3,15,0,0,0,23,0,7,6,58,124,45,91,25,33,29,0,5
"G41004109512002","2000","Oregon","41","Lincoln","041",,,"951200","2",,,"Block Group 2",0,0,0,0,0,0,11,0,81,12,62,5,42,22,14,11,0,0,0,11,0,7,14,16,55,28,48,14,26,20,6,0
"G41004109513001","2000","Oregon","41","Lincoln","041",,,"951300","1",,,"Block Group 1",0,0,0,29,0,5,17,21,150,58,65,17,38,34,22,6,0,0,0,0,0,13,10,21,151,16,83,34,95,48,12,0
"G41004109513002","2000","Oregon","41","Lincoln","041",,,"951300","2",,,"Block Group 2",0,7,3,11,17,19,0,18,115,54,72,31,33,15,0,0,0,6,0,9,25,8,17,7,171,45,47,19,46,13,0,0
"G41004109514001","2000","Oregon","41","Lincoln","041",,,"951400","1",,,"Block Group 1",0,0,0,6,40,25,14,10,157,18,83,10,14,7,0,0,8,0,0,2,6,0,0,20,159,50,87,23,39,14,7,0
"G41004109514002","2000","Oregon","41","Lincoln","041",,,"951400","2",,,"Block Group 2",0,0,0,23,8,7,14,50,113,46,81,16,52,0,11,0,0,7,0,0,11,46,21,19,181,5,81,34,61,21,14,0
"G41004109515001","2000","Oregon","41","Lincoln","041",,,"951500","1",,,"Block Group 1",0,0,0,6,0,4,18,13,77,16,75,49,43,5,12,7,0,0,0,16,4,15,22,14,98,47,81,45,37,23,0,6
"G41004109515002","2000","Oregon","41","Lincoln","041",,,"951500","2",,,"Block Group 2",0,0,0,4,14,11,20,18,128,61,131,21,70,44,21,19,0,6,0,0,16,5,11,23,104,125,145,39,68,51,6,5
"G41004109516001","2000","Oregon","41","Lincoln","041",,,"951600","1",,,"Block Group 1",0,8,0,17,10,15,27,18,127,45,113,34,46,25,8,4,0,0,0,23,0,12,30,18,181,54,110,25,39,25,7,0
"G41004109516002","2000","Oregon","41","Lincoln","041",,,"951600","2",,,"Block Group 2",0,0,0,0,16,13,4,22,95,30,73,12,59,20,3,4,0,0,0,9,14,24,20,16,162,61,58,18,38,10,8,4
"G41004109516003","2000","Oregon","41","Lincoln","041",,,"951600","3",,,"Block Group 3",0,11,0,4,8,3,2,4,101,8,95,14,32,13,4,12,0,0,0,13,15,0,7,5,102,35,86,34,45,10,0,19
"G41004109517001","2000","Oregon","41","Lincoln","041",,,"951700","1",,,"Block Group 1",0,0,4,9,9,6,6,25,138,43,149,18,127,60,12,17,0,0,0,10,10,18,6,18,195,64,176,44,114,54,2,0
"G41004109518001","2000","Oregon","41","Lincoln","041",,,"951800","1",,,"Block Group 1",0,0,5,11,0,5,10,6,116,21,48,27,18,12,4,8,0,0,0,16,10,11,0,25,83,32,59,0,47,18,12,0
"G41004109518002","2000","Oregon","41","Lincoln","041",,,"951800","2",,,"Block Group 2",0,0,0,25,17,10,33,42,188,24,92,49,53,28,0,0,2,0,0,27,27,15,23,10,220,87,58,40,44,6,10,0
"G41004109518003","2000","Oregon","41","Lincoln","041",,,"951800","3",,,"Block Group 3",1,0,1,15,13,11,15,20,159,59,28,10,24,10,0,2,0,0,2,7,5,13,11,20,160,48,33,21,29,6,2,0
"G41004300201001","2000","Oregon","41","Linn","043",,,"020100","1",,,"Block Group 1",14,0,26,67,20,7,40,5,232,84,118,152,65,17,0,0,23,0,9,0,17,37,21,34,291,62,181,84,49,5,8,4
"G41004300201002","2000","Oregon","41","Linn","043",,,"020100","2",,,"Block Group 2",8,6,8,9,31,28,23,0,189,22,118,22,52,11,0,0,9,0,8,10,17,9,7,21,250,60,94,18,39,17,8,0
"G41004300201003","2000","Oregon","41","Linn","043",,,"020100","3",,,"Block Group 3",0,0,5,0,0,0,10,14,90,27,74,25,74,27,0,0,0,0,0,0,0,0,23,0,86,66,48,12,57,7,11,0
"G41004300201004","2000","Oregon","41","Linn","043",,,"020100","4",,,"Block Group 4",11,2,16,22,10,2,4,9,161,45,50,23,30,4,2,1,6,3,9,9,15,9,5,8,136,45,77,21,33,14,2,2
"G41004300202001","2000","Oregon","41","Linn","043",,,"020200","1",,,"Block Group 1",0,0,0,23,4,14,18,12,127,51,116,75,102,44,4,0,5,2,0,6,2,21,14,9,150,52,110,56,75,45,5,0
"G41004300203001","2000","Oregon","41","Linn","043",,,"020300","1",,,"Block Group 1",0,0,10,6,0,0,17,11,41,13,48,10,21,33,21,0,7,0,0,0,11,12,10,0,90,30,45,18,36,26,7,0
"G41004300203002","2000","Oregon","41","Linn","043",,,"020300","2",,,"Block Group 2",0,0,0,5,5,0,0,17,52,33,60,18,82,10,8,0,5,12,6,0,6,6,0,0,69,44,62,19,79,28,5,10
"G41004300203003","2000","Oregon","41","Linn","043",,,"020300","3",,,"Block Group 3",0,0,0,0,0,8,8,15,50,44,43,21,25,13,5,4,0,0,0,0,4,9,5,16,73,19,80,11,72,12,5,0
"G41004300203004","2000","Oregon","41","Linn","043",,,"020300","4",,,"Block Group 4",0,8,0,15,0,15,21,19,128,29,79,27,73,0,0,0,0,0,0,19,6,16,27,22,86,56,60,28,43,42,0,0
"G41004300203005","2000","Oregon","41","Linn","043",,,"020300","5",,,"Block Group 5",0,0,1,0,8,5,2,20,80,53,141,11,104,55,31,9,3,0,0,2,9,5,2,5,143,77,123,40,101,37,4,3
"G41004300204001","2000","Oregon","41","Linn","043",,,"020400","1",,,"Block Group 1",7,0,0,7,7,28,18,6,61,49,30,18,6,5,0,0,0,0,0,6,12,0,13,0,108,38,20,20,16,4,0,0
"G41004300204002","2000","Oregon","41","Linn","043",,,"020400","2",,,"Block Group 2",9,9,8,23,21,4,10,0,70,39,58,27,13,7,0,0,6,0,0,6,8,19,4,8,84,18,78,8,27,0,7,0
"G41004300204003","2000","Oregon","41","Linn","043",,,"020400","3",,,"Block Group 3",0,0,12,0,0,5,9,12,145,50,89,25,37,7,0,0,6,7,0,13,14,13,0,27,49,22,71,29,42,5,16,5
"G41004300204004","2000","Oregon","41","Linn","043",,,"020400","4",,,"Block Group 4",0,0,18,35,9,10,0,8,127,61,44,5,8,0,0,0,0,0,8,18,14,5,23,13,128,42,95,0,13,8,0,6
"G41004300205001","2000","Oregon","41","Linn","043",,,"020500","1",,,"Block Group 1",0,0,10,27,17,21,5,30,188,31,88,46,19,24,0,6,17,0,0,6,22,5,6,7,142,69,49,29,38,30,5,0
"G41004300205002","2000","Oregon","41","Linn","043",,,"020500","2",,,"Block Group 2",0,0,0,18,33,0,0,11,191,40,89,45,67,15,8,8,0,5,0,47,16,25,26,18,293,131,86,49,48,18,0,6
"G41004300206001","2000","Oregon","41","Linn","043",,,"020600","1",,,"Block Group 1",0,0,0,6,39,0,50,54,132,53,129,90,117,15,9,0,0,0,6,40,15,32,44,50,180,81,158,42,88,20,0,8
"G41004300206002","2000","Oregon","41","Linn","043",,,"020600","2",,,"Block Group 2",0,0,0,10,0,25,0,7,154,22,125,58,61,46,16,17,0,0,0,40,16,36,21,17,140,64,143,50,113,41,0,0
"G41004300206003","2000","Oregon","41","Linn","043",,,"020600","3",,,"Block Group 3",5,0,0,0,0,0,0,5,44,26,75,34,19,8,0,0,0,0,0,0,0,0,0,7,76,28,56,25,23,0,0,0
"G41004300206004","2000","Oregon","41","Linn","043",,,"020600","4",,,"Block Group 4",0,0,0,6,0,0,0,0,106,20,26,28,23,15,6,0,8,0,0,6,0,0,9,0,101,51,48,50,14,0,0,0
"G41004300206005","2000","Oregon","41","Linn","043",,,"020600","5",,,"Block Group 5",0,0,0,7,9,0,15,7,126,21,33,28,53,7,7,7,0,0,0,8,16,7,0,10,161,86,57,52,31,6,0,0
"G41004300207001","2000","Oregon","41","Linn","043",,,"020700","1",,,"Block Group 1",0,0,0,44,0,9,0,32,137,38,90,37,31,7,7,0,0,0,7,18,0,31,19,34,171,35,99,41,18,10,0,0
"G41004300207002","2000","Oregon","41","Linn","043",,,"020700","2",,,"Block Group 2",0,0,7,0,25,4,18,0,148,15,87,33,52,19,0,0,0,0,0,18,0,23,0,0,195,72,93,44,38,5,0,0
"G41004300207003","2000","Oregon","41","Linn","043",,,"020700","3",,,"Block Group 3",11,0,6,0,23,10,19,17,95,48,108,32,52,10,0,0,7,0,0,7,0,0,18,28,153,92,111,53,69,25,0,0
"G41004300207004","2000","Oregon","41","Linn","043",,,"020700","4",,,"Block Group 4",9,0,9,0,0,0,0,0,34,27,93,17,9,0,0,0,0,0,0,0,8,0,0,30,61,25,40,0,18,0,0,0
"G41004300208001","2000","Oregon","41","Linn","043",,,"020800","1",,,"Block Group 1",0,0,9,0,57,0,12,10,132,9,26,19,35,0,23,0,0,5,8,7,21,57,18,17,135,32,85,27,12,0,0,0
"G41004300208002","2000","Oregon","41","Linn","043",,,"020800","2",,,"Block Group 2",0,0,7,0,24,19,84,0,168,39,70,7,37,11,0,0,0,0,0,6,10,23,9,10,41,43,19,8,12,10,0,0
"G41004300208003","2000","Oregon","41","Linn","043",,,"020800","3",,,"Block Group 3",0,0,9,0,27,18,29,5,108,35,65,6,24,18,4,0,0,0,0,29,15,0,32,29,140,60,80,32,71,28,11,0
"G41004300208004","2000","Oregon","41","Linn","043",,,"020800","4",,,"Block Group 4",0,0,0,0,0,16,10,12,67,32,58,29,53,19,0,0,0,0,0,11,0,0,0,8,116,59,37,8,61,10,0,0
"G41004300208005","2000","Oregon","41","Linn","043",,,"020800","5",,,"Block Group 5",0,25,19,12,0,9,8,15,194,50,86,30,29,0,5,0,0,0,28,18,0,34,26,49,201,87,42,16,13,0,0,0
"G41004300208006","2000","Oregon","41","Linn","043",,,"020800","6",,,"Block Group 6",7,0,13,20,19,29,0,23,145,31,47,66,0,0,9,10,13,0,0,7,31,15,16,14,224,47,74,32,7,0,0,0
"G41004300301001","2000","Oregon","41","Linn","043",,,"030100","1",,,"Block Group 1",0,0,0,15,0,12,3,10,91,14,59,19,18,8,0,3,0,0,0,19,5,12,4,10,111,25,64,18,34,9,4,2
"G41004300301002","2000","Oregon","41","Linn","043",,,"030100","2",,,"Block Group 2",0,0,0,37,8,12,0,38,127,14,138,24,35,22,6,0,0,0,0,15,33,8,7,19,75,61,101,43,51,16,7,7
"G41004300301003","2000","Oregon","41","Linn","043",,,"030100","3",,,"Block Group 3",0,6,0,12,9,0,0,20,112,29,49,25,58,10,7,0,0,0,0,10,0,11,15,28,93,32,71,38,45,9,0,0
"G41004300301004","2000","Oregon","41","Linn","043",,,"030100","4",,,"Block Group 4",0,0,0,33,10,27,18,16,168,87,55,18,30,8,0,0,0,0,0,0,10,0,13,9,164,75,72,25,35,8,0,0
"G41004300301005","2000","Oregon","41","Linn","043",,,"030100","5",,,"Block Group 5",0,0,8,7,32,23,19,15,122,69,66,30,24,0,0,0,0,0,0,7,7,6,17,8,179,72,32,7,64,17,0,0
"G41004300302001","2000","Oregon","41","Linn","043",,,"030200","1",,,"Block Group 1",0,0,2,17,10,14,5,10,57,14,30,13,22,8,0,0,0,0,5,6,4,15,5,6,77,7,34,14,12,17,0,0
"G41004300302002","2000","Oregon","41","Linn","043",,,"030200","2",,,"Block Group 2",0,2,9,14,9,6,9,1,92,28,36,22,9,21,1,0,0,3,3,0,4,15,6,10,78,19,35,14,27,2,0,1
"G41004300302003","2000","Oregon","41","Linn","043",,,"030200","3",,,"Block Group 3",1,0,0,4,21,4,1,11,82,4,20,18,32,2,0,0,0,0,0,2,4,13,5,19,80,41,36,0,40,2,0,0
"G41004300302004","2000","Oregon","41","Linn","043",,,"030200","4",,,"Block Group 4",0,0,9,24,3,28,2,14,158,48,68,21,54,13,7,0,0,0,2,14,0,9,10,4,147,40,66,37,31,17,4,0
"G41004300302005","2000","Oregon","41","Linn","043",,,"030200","5",,,"Block Group 5",4,0,0,12,18,17,3,10,119,34,84,22,24,5,0,2,0,3,2,19,7,13,11,16,158,54,45,29,15,5,0,0
"G41004300302006","2000","Oregon","41","Linn","043",,,"030200","6",,,"Block Group 6",4,0,0,0,13,11,11,24,179,69,122,43,47,17,8,2,0,6,5,7,0,7,7,17,236,68,86,77,63,27,7,0
"G41004300303001","2000","Oregon","41","Linn","043",,,"030300","1",,,"Block Group 1",0,0,0,16,7,32,5,21,154,40,60,31,0,6,0,0,0,0,0,21,9,10,13,13,146,50,34,21,11,0,0,0
"G41004300303002","2000","Oregon","41","Linn","043",,,"030300","2",,,"Block Group 2",0,0,8,7,0,0,17,0,149,24,18,30,16,8,0,0,9,0,0,0,0,0,16,8,88,31,60,21,51,0,0,0
"G41004300303003","2000","Oregon","41","Linn","043",,,"030300","3",,,"Block Group 3",0,5,0,7,12,5,5,5,116,30,29,17,39,6,0,0,0,0,0,11,0,5,12,0,94,41,76,15,0,5,0,0
"G41004300304011","2000","Oregon","41","Linn","043",,,"030401","1",,,"Block Group 1",0,0,0,9,0,34,8,43,182,30,128,38,29,19,7,0,0,0,0,25,0,36,18,9,212,37,35,31,35,27,16,0
"G41004300304012","2000","Oregon","41","Linn","043",,,"030401","2",,,"Block Group 2",0,17,0,32,31,9,34,31,191,45,52,65,10,9,0,8,0,0,8,23,8,35,0,49,233,88,55,37,34,9,8,0
"G41004300304013","2000","Oregon","41","Linn","043",,,"030401","3",,,"Block Group 3",0,0,0,22,0,0,7,15,100,40,36,15,23,0,15,0,0,0,0,0,16,11,8,0,154,25,33,8,14,16,0,0
"G41004300304014","2000","Oregon","41","Linn","043",,,"030401","4",,,"Block Group 4",0,0,0,8,8,28,15,7,89,25,59,14,17,16,0,0,0,9,7,23,0,32,8,15,116,48,75,27,14,7,0,0
"G41004300304015","2000","Oregon","41","Linn","043",,,"030401","5",,,"Block Group 5",0,0,0,12,20,22,7,27,115,0,21,0,0,0,7,0,0,0,0,39,0,21,8,16,105,9,43,34,0,0,0,0
"G41004300304016","2000","Oregon","41","Linn","043",,,"030401","6",,,"Block Group 6",0,0,0,22,8,37,19,0,22,0,30,8,0,0,0,0,0,0,8,17,23,27,40,18,48,8,18,0,7,0,0,0
"G41004300304021","2000","Oregon","41","Linn","043",,,"030402","1",,,"Block Group 1",0,0,0,0,0,10,19,14,83,9,50,0,24,12,0,0,0,0,0,0,0,24,5,6,60,33,45,7,4,8,0,0
"G41004300304022","2000","Oregon","41","Linn","043",,,"030402","2",,,"Block Group 2",0,0,0,73,17,20,11,33,307,7,44,0,0,0,0,0,13,0,10,60,30,34,16,19,306,50,76,10,26,0,0,0
"G41004300304023","2000","Oregon","41","Linn","043",,,"030402","3",,,"Block Group 3",19,0,11,0,30,19,28,9,85,65,44,59,49,0,0,0,8,0,0,11,10,30,14,0,108,62,72,32,34,0,0,0
"G41004300304024","2000","Oregon","41","Linn","043",,,"030402","4",,,"Block Group 4",0,0,5,30,0,11,6,8,123,12,44,17,17,0,0,0,0,0,0,0,8,0,41,26,102,36,69,25,5,0,0,0
"G41004300304025","2000","Oregon","41","Linn","043",,,"030402","5",,,"Block Group 5",0,0,0,13,0,18,43,30,120,50,72,48,48,22,0,0,0,0,12,0,16,27,32,16,160,56,86,40,30,13,5,0
"G41004300305001","2000","Oregon","41","Linn","043",,,"030500","1",,,"Block Group 1",8,0,3,8,2,23,12,7,35,67,82,57,76,14,0,0,0,0,0,0,0,23,0,14,79,46,48,72,42,17,0,0
"G41004300305002","2000","Oregon","41","Linn","043",,,"030500","2",,,"Block Group 2",0,0,2,24,15,13,11,29,154,52,132,22,55,18,10,2,0,0,2,15,11,18,19,22,198,54,89,51,61,26,4,2
"G41004300305003","2000","Oregon","41","Linn","043",,,"030500","3",,,"Block Group 3",0,0,0,10,6,10,23,8,116,35,74,33,39,30,7,0,2,1,4,13,23,9,28,2,100,54,92,43,44,15,5,0
"G41004300306001","2000","Oregon","41","Linn","043",,,"030600","1",,,"Block Group 1",0,0,17,10,15,30,0,9,98,25,37,0,49,31,0,9,0,0,0,10,0,10,7,0,121,60,4,36,40,22,0,0
"G41004300306002","2000","Oregon","41","Linn","043",,,"030600","2",,,"Block Group 2",0,0,6,4,6,3,6,1,95,26,62,7,15,8,0,4,0,0,0,1,0,10,7,12,93,30,57,27,7,1,0,0
"G41004300306003","2000","Oregon","41","Linn","043",,,"030600","3",,,"Block Group 3",3,1,9,20,20,9,6,9,89,19,67,15,22,16,0,0,0,4,6,29,12,15,4,6,91,28,51,12,34,6,0,0
"G41004300306004","2000","Oregon","41","Linn","043",,,"030600","4",,,"Block Group 4",15,4,20,16,11,12,23,22,197,54,100,21,55,0,4,0,18,0,0,28,5,26,22,12,210,56,117,55,31,0,0,0
"G41004300306005","2000","Oregon","41","Linn","043",,,"030600","5",,,"Block Group 5",0,2,2,12,16,18,5,16,98,40,59,21,36,5,0,3,0,2,0,28,0,8,12,7,128,25,75,17,29,0,3,0
"G41004300307001","2000","Oregon","41","Linn","043",,,"030700","1",,,"Block Group 1",6,0,0,17,0,0,6,4,86,35,43,71,4,8,0,0,7,0,0,0,14,0,10,5,66,44,65,50,19,5,7,0
"G41004300307002","2000","Oregon","41","Linn","043",,,"030700","2",,,"Block Group 2",0,0,0,0,0,8,9,9,61,11,34,21,64,19,0,27,0,0,0,22,0,13,0,19,123,48,45,10,30,17,5,0
"G41004300307003","2000","Oregon","41","Linn","043",,,"030700","3",,,"Block Group 3",0,0,0,7,0,16,0,0,63,41,66,3,51,22,8,16,0,0,0,11,0,0,6,22,92,31,61,13,62,18,0,0
"G41004300307004","2000","Oregon","41","Linn","043",,,"030700","4",,,"Block Group 4",2,0,4,0,7,8,13,6,118,49,102,32,60,30,0,6,4,0,0,0,5,18,13,3,153,53,88,31,49,20,5,1
"G41004300308001","2000","Oregon","41","Linn","043",,,"030800","1",,,"Block Group 1",0,0,21,40,0,16,13,22,109,48,52,16,20,16,0,6,0,12,0,55,0,19,0,0,120,26,24,56,25,18,8,0
"G41004300308002","2000","Oregon","41","Linn","043",,,"030800","2",,,"Block Group 2",10,0,0,7,19,0,13,8,80,90,73,32,27,19,10,0,0,0,0,18,0,7,0,7,114,98,63,0,49,19,0,0
"G41004300308003","2000","Oregon","41","Linn","043",,,"030800","3",,,"Block Group 3",0,0,0,0,0,26,36,25,58,44,98,43,33,18,7,0,0,0,8,9,9,27,29,8,178,43,36,14,41,8,8,0
"G41004300308004","2000","Oregon","41","Linn","043",,,"030800","4",,,"Block Group 4",6,17,0,7,16,12,9,9,92,36,49,6,22,7,0,0,5,0,0,35,16,4,0,9,77,19,102,11,9,15,4,0
"G41004300308005","2000","Oregon","41","Linn","043",,,"030800","5",,,"Block Group 5",47,30,8,41,0,25,0,7,263,51,92,25,22,22,0,0,0,0,0,48,29,35,35,32,295,98,129,18,45,0,0,0
"G41004300308006","2000","Oregon","41","Linn","043",,,"030800","6",,,"Block Group 6",0,0,0,0,29,26,8,9,140,12,51,13,17,23,0,0,0,0,0,34,0,16,31,0,106,39,80,24,32,0,0,0
"G41004300309021","2000","Oregon","41","Linn","043",,,"030902","1",,,"Block Group 1",0,0,0,0,0,60,0,7,83,56,67,30,30,8,0,0,0,0,0,0,6,18,18,0,139,42,57,23,44,0,0,0
"G41004300309022","2000","Oregon","41","Linn","043",,,"030902","2",,,"Block Group 2",2,1,1,41,12,19,12,13,188,28,59,29,69,24,14,0,2,0,1,22,18,20,5,20,148,67,123,33,31,33,0,0
"G41004300309023","2000","Oregon","41","Linn","043",,,"030902","3",,,"Block Group 3",9,0,0,20,8,25,7,20,167,75,79,28,35,3,17,0,0,0,0,2,0,16,19,17,140,39,136,38,36,11,0,0
"G41004300309024","2000","Oregon","41","Linn","043",,,"030902","4",,,"Block Group 4",0,0,0,8,7,15,0,12,118,43,69,16,61,30,0,6,0,0,0,7,0,14,7,8,95,52,66,37,41,21,0,0
"G41004300309025","2000","Oregon","41","Linn","043",,,"030902","5",,,"Block Group 5",0,0,0,14,37,6,18,24,118,53,84,9,8,20,0,0,0,0,8,8,18,6,16,6,145,137,52,25,35,7,0,0
