name,regionid,year,major_offense_type,count
Alameda,206428,2006,Embezzlement,2
Alameda,206428,2006,Forgery,13
Alameda,206428,2006,Fraud,47
Alameda,206428,2006,Gambling,
Alameda,206428,2006,Homicide,
Alameda,206428,2006,Kidnap,1
Alameda,206428,2006,Larceny,353
Alameda,206428,2006,Liquor Laws,5
Alameda,206428,2006,Motor Vehicle Theft,28
Alameda,206428,2006,Offenses Against Family,
Alameda,206428,2006,Prostitution,
Alameda,206428,2006,Rape,
Alameda,206428,2006,Robbery,11
Alameda,206428,2006,Runaway,
Alameda,206428,2006,Sex Offenses,2
Alameda,206428,2006,Stolen Property,
Alameda,206428,2006,Trespass,18
Alameda,206428,2006,Vandalism,103
Alameda,206428,2006,Weapons,
Alameda,206428,2007,Aggravated Assault,12
Alameda,206428,2007,Arson,2
Alameda,206428,2007,"Assault, Simple",19
Alameda,206428,2007,Burglary,53
Alameda,206428,2007,Curfew,
Alameda,206428,2007,Disorderly Conduct,15
Alameda,206428,2007,Drugs,9
Alameda,206428,2007,DUII,15
Alameda,206428,2007,Embezzlement,1
Alameda,206428,2007,Forgery,12
Alameda,206428,2007,Fraud,28
Alameda,206428,2007,Gambling,
Alameda,206428,2007,Homicide,
Alameda,206428,2007,Kidnap,
Alameda,206428,2007,Larceny,292
Alameda,206428,2007,Liquor Laws,10
Alameda,206428,2007,Motor Vehicle Theft,22
Alameda,206428,2007,Offenses Against Family,
Alameda,206428,2007,Prostitution,
Alameda,206428,2007,Rape,
Alameda,206428,2007,Robbery,20
Alameda,206428,2007,Runaway,
Alameda,206428,2007,Sex Offenses,
Alameda,206428,2007,Stolen Property,
Alameda,206428,2007,Trespass,16
Alameda,206428,2007,Vandalism,54
Alameda,206428,2007,Weapons,
Alameda,206428,2008,Aggravated Assault,12
Alameda,206428,2008,Arson,
Alameda,206428,2008,"Assault, Simple",3
Alameda,206428,2008,Burglary,51
Alameda,206428,2008,Curfew,1
Alameda,206428,2008,Disorderly Conduct,12
Alameda,206428,2008,Drugs,9
Alameda,206428,2008,DUII,17
Alameda,206428,2008,Embezzlement,6
Alameda,206428,2008,Forgery,7
Alameda,206428,2008,Fraud,29
Alameda,206428,2008,Gambling,
Alameda,206428,2008,Homicide,
Alameda,206428,2008,Kidnap,
Alameda,206428,2008,Larceny,298
Alameda,206428,2008,Liquor Laws,6
Alameda,206428,2008,Motor Vehicle Theft,23
Alameda,206428,2008,Offenses Against Family,
Alameda,206428,2008,Prostitution,
Alameda,206428,2008,Rape,1
Alameda,206428,2008,Robbery,9
Alameda,206428,2008,Runaway,
Alameda,206428,2008,Sex Offenses,1
Alameda,206428,2008,Stolen Property,
Alameda,206428,2008,Trespass,14
Alameda,206428,2008,Vandalism,57
Alameda,206428,2008,Weapons,2
Alameda,206428,2009,Aggravated Assault,3
Alameda,206428,2009,Arson,2
Alameda,206428,2009,"Assault, Simple",4
Alameda,206428,2009,Burglary,35
Alameda,206428,2009,Curfew,1
Alameda,206428,2009,Disorderly Conduct,5
Alameda,206428,2009,Drugs,2
Alameda,206428,2009,DUII,8
Alameda,206428,2009,Embezzlement,2
Alameda,206428,2009,Forgery,25
Alameda,206428,2009,Fraud,25
Alameda,206428,2009,Gambling,
Alameda,206428,2009,Homicide,
Alameda,206428,2009,Kidnap,
Alameda,206428,2009,Larceny,278
Alameda,206428,2009,Liquor Laws,6
Alameda,206428,2009,Motor Vehicle Theft,32
Alameda,206428,2009,Offenses Against Family,
Alameda,206428,2009,Prostitution,
Alameda,206428,2009,Rape,
Alameda,206428,2009,Robbery,11
Alameda,206428,2009,Runaway,1
Alameda,206428,2009,Sex Offenses,
Alameda,206428,2009,Stolen Property,
Alameda,206428,2009,Trespass,6
Alameda,206428,2009,Vandalism,33
Alameda,206428,2009,Weapons,
Alameda,206428,2010,Aggravated Assault,2
Alameda,206428,2010,Arson,1
Alameda,206428,2010,"Assault, Simple",6
Alameda,206428,2010,Burglary,55
Alameda,206428,2010,Curfew,
Alameda,206428,2010,Disorderly Conduct,12
Alameda,206428,2010,Drugs,9
Alameda,206428,2010,DUII,12
Alameda,206428,2010,Embezzlement,
Alameda,206428,2010,Forgery,3
Alameda,206428,2010,Fraud,13
Alameda,206428,2010,Gambling,
Alameda,206428,2010,Homicide,1
Alameda,206428,2010,Kidnap,
Alameda,206428,2010,Larceny,269
Alameda,206428,2010,Liquor Laws,5
Alameda,206428,2010,Motor Vehicle Theft,23
Alameda,206428,2010,Offenses Against Family,
Alameda,206428,2010,Prostitution,
Alameda,206428,2010,Rape,
Alameda,206428,2010,Robbery,9
Alameda,206428,2010,Runaway,
Alameda,206428,2010,Sex Offenses,
Alameda,206428,2010,Stolen Property,
Alameda,206428,2010,Trespass,10
Alameda,206428,2010,Vandalism,63
Alameda,206428,2010,Weapons,2
Alameda,206428,2011,Aggravated Assault,5
Alameda,206428,2011,Arson,
Alameda,206428,2011,"Assault, Simple",6
Alameda,206428,2011,Burglary,47
Alameda,206428,2011,Curfew,1
Alameda,206428,2011,Disorderly Conduct,8
Alameda,206428,2011,Drugs,5
Alameda,206428,2011,DUII,18
Alameda,206428,2011,Embezzlement,2
Alameda,206428,2011,Forgery,15
Alameda,206428,2011,Fraud,11
Alameda,206428,2011,Gambling,
Alameda,206428,2011,Homicide,
Alameda,206428,2011,Kidnap,
Alameda,206428,2011,Larceny,272
Alameda,206428,2011,Liquor Laws,3
Alameda,206428,2011,Motor Vehicle Theft,24
Alameda,206428,2011,Offenses Against Family,
Alameda,206428,2011,Prostitution,
Alameda,206428,2011,Rape,
Alameda,206428,2011,Robbery,4
Alameda,206428,2011,Runaway,
Alameda,206428,2011,Sex Offenses,1
Alameda,206428,2011,Stolen Property,
Alameda,206428,2011,Trespass,13
Alameda,206428,2011,Vandalism,39
Alameda,206428,2011,Weapons,
Alameda,206428,2012,Aggravated Assault,5
Alameda,206428,2012,Arson,
Alameda,206428,2012,"Assault, Simple",4
Alameda,206428,2012,Burglary,69
Alameda,206428,2012,Curfew,
Alameda,206428,2012,Disorderly Conduct,9
Alameda,206428,2012,Drugs,11
Alameda,206428,2012,DUII,7
Alameda,206428,2012,Embezzlement,
Alameda,206428,2012,Forgery,38
Alameda,206428,2012,Fraud,5
Alameda,206428,2012,Gambling,
Alameda,206428,2012,Homicide,
Alameda,206428,2012,Kidnap,
Alameda,206428,2012,Larceny,252
Alameda,206428,2012,Liquor Laws,1
Alameda,206428,2012,Motor Vehicle Theft,20
Alameda,206428,2012,Offenses Against Family,
Alameda,206428,2012,Prostitution,
Alameda,206428,2012,Rape,1
Alameda,206428,2012,Robbery,5
Alameda,206428,2012,Runaway,
Alameda,206428,2012,Sex Offenses,
Alameda,206428,2012,Stolen Property,2
Alameda,206428,2012,Trespass,7
Alameda,206428,2012,Vandalism,26
Alameda,206428,2012,Weapons,
Alameda,206428,2013,Aggravated Assault,9
Alameda,206428,2013,Arson,1
Alameda,206428,2013,"Assault, Simple",18
Alameda,206428,2013,Burglary,57
Alameda,206428,2013,Curfew,
Alameda,206428,2013,Disorderly Conduct,12
Alameda,206428,2013,Drugs,10
Alameda,206428,2013,DUII,17
Alameda,206428,2013,Embezzlement,2
Alameda,206428,2013,Forgery,25
Alameda,206428,2013,Fraud,7
Alameda,206428,2013,Gambling,
Alameda,206428,2013,Homicide,
Alameda,206428,2013,Kidnap,
Alameda,206428,2013,Larceny,234
Alameda,206428,2013,Liquor Laws,5
Alameda,206428,2013,Motor Vehicle Theft,20
Alameda,206428,2013,Offenses Against Family,1
Alameda,206428,2013,Prostitution,1
Alameda,206428,2013,Rape,
Alameda,206428,2013,Robbery,8
Alameda,206428,2013,Runaway,
Alameda,206428,2013,Sex Offenses,1
Alameda,206428,2013,Stolen Property,1
Alameda,206428,2013,Trespass,5
Alameda,206428,2013,Vandalism,159
Alameda,206428,2013,Weapons,1
Alameda,206428,2014,Aggravated Assault,7
Alameda,206428,2014,Arson,1
Alameda,206428,2014,"Assault, Simple",5
Alameda,206428,2014,Burglary,54
Alameda,206428,2014,Curfew,
Alameda,206428,2014,Disorderly Conduct,9
Alameda,206428,2014,Drugs,4
Alameda,206428,2014,DUII,12
Alameda,206428,2014,Embezzlement,
Alameda,206428,2014,Forgery,4
Alameda,206428,2014,Fraud,31
Alameda,206428,2014,Gambling,
Alameda,206428,2014,Homicide,
Alameda,206428,2014,Kidnap,
Alameda,206428,2014,Larceny,248
Alameda,206428,2014,Liquor Laws,3
Alameda,206428,2014,Motor Vehicle Theft,19
Alameda,206428,2014,Offenses Against Family,
Alameda,206428,2014,Prostitution,
Alameda,206428,2014,Rape,1
Alameda,206428,2014,Robbery,2
Alameda,206428,2014,Runaway,
Alameda,206428,2014,Sex Offenses,3
Alameda,206428,2014,Stolen Property,
Alameda,206428,2014,Trespass,4
Alameda,206428,2014,Vandalism,27
Alameda,206428,2014,Weapons,
Arbor Lodge,271060,2004,Aggravated Assault,4
Arbor Lodge,271060,2004,Arson,
Arbor Lodge,271060,2004,"Assault, Simple",10
Arbor Lodge,271060,2004,Burglary,22
Arbor Lodge,271060,2004,Curfew,4
Arbor Lodge,271060,2004,Disorderly Conduct,11
Arbor Lodge,271060,2004,Drugs,7
Arbor Lodge,271060,2004,DUII,7
Arbor Lodge,271060,2004,Embezzlement,2
Arbor Lodge,271060,2004,Forgery,16
Arbor Lodge,271060,2004,Fraud,14
Arbor Lodge,271060,2004,Gambling,
Arbor Lodge,271060,2004,Homicide,
Arbor Lodge,271060,2004,Kidnap,
Arbor Lodge,271060,2004,Larceny,72
Arbor Lodge,271060,2004,Liquor Laws,2
Arbor Lodge,271060,2004,Motor Vehicle Theft,15
Arbor Lodge,271060,2004,Offenses Against Family,
Arbor Lodge,271060,2004,Prostitution,
Arbor Lodge,271060,2004,Rape,
Arbor Lodge,271060,2004,Robbery,11
Arbor Lodge,271060,2004,Runaway,
Arbor Lodge,271060,2004,Sex Offenses,
Arbor Lodge,271060,2004,Stolen Property,
Arbor Lodge,271060,2004,Trespass,7
Arbor Lodge,271060,2004,Vandalism,19
Arbor Lodge,271060,2004,Weapons,1
Arbor Lodge,271060,2005,Aggravated Assault,19
Arbor Lodge,271060,2005,Arson,1
Arbor Lodge,271060,2005,"Assault, Simple",29
Arbor Lodge,271060,2005,Burglary,42
Arbor Lodge,271060,2005,Curfew,33
Arbor Lodge,271060,2005,Disorderly Conduct,59
Arbor Lodge,271060,2005,Drugs,28
Arbor Lodge,271060,2005,DUII,41
Arbor Lodge,271060,2005,Embezzlement,6
Arbor Lodge,271060,2005,Forgery,53
Arbor Lodge,271060,2005,Fraud,57
Arbor Lodge,271060,2005,Gambling,
Arbor Lodge,271060,2005,Homicide,1
Arbor Lodge,271060,2005,Kidnap,
Arbor Lodge,271060,2005,Larceny,422
Arbor Lodge,271060,2005,Liquor Laws,17
Arbor Lodge,271060,2005,Motor Vehicle Theft,55
Arbor Lodge,271060,2005,Offenses Against Family,
Arbor Lodge,271060,2005,Prostitution,1
Arbor Lodge,271060,2005,Rape,
Arbor Lodge,271060,2005,Robbery,34
Arbor Lodge,271060,2005,Runaway,
Arbor Lodge,271060,2005,Sex Offenses,2
Arbor Lodge,271060,2005,Stolen Property,
Arbor Lodge,271060,2005,Trespass,41
Arbor Lodge,271060,2005,Vandalism,69
Arbor Lodge,271060,2005,Weapons,1
Arbor Lodge,271060,2006,Aggravated Assault,22
Arbor Lodge,271060,2006,Arson,
Arbor Lodge,271060,2006,"Assault, Simple",33
Arbor Lodge,271060,2006,Burglary,45
Arbor Lodge,271060,2006,Curfew,3
Arbor Lodge,271060,2006,Disorderly Conduct,41
Arbor Lodge,271060,2006,Drugs,35
Arbor Lodge,271060,2006,DUII,45
Arbor Lodge,271060,2006,Embezzlement,12
Arbor Lodge,271060,2006,Forgery,47
Arbor Lodge,271060,2006,Fraud,73
Arbor Lodge,271060,2006,Gambling,
Arbor Lodge,271060,2006,Homicide,
Arbor Lodge,271060,2006,Kidnap,2
Arbor Lodge,271060,2006,Larceny,440
Arbor Lodge,271060,2006,Liquor Laws,27
Arbor Lodge,271060,2006,Motor Vehicle Theft,52
Arbor Lodge,271060,2006,Offenses Against Family,
Arbor Lodge,271060,2006,Prostitution,
Arbor Lodge,271060,2006,Rape,
Arbor Lodge,271060,2006,Robbery,23
Arbor Lodge,271060,2006,Runaway,
Arbor Lodge,271060,2006,Sex Offenses,
Arbor Lodge,271060,2006,Stolen Property,1
Arbor Lodge,271060,2006,Trespass,42
Arbor Lodge,271060,2006,Vandalism,66
Arbor Lodge,271060,2006,Weapons,5
Arbor Lodge,271060,2007,Aggravated Assault,15
Arbor Lodge,271060,2007,Arson,
Arbor Lodge,271060,2007,"Assault, Simple",30
Arbor Lodge,271060,2007,Burglary,54
Arbor Lodge,271060,2007,Curfew,5
Arbor Lodge,271060,2007,Disorderly Conduct,30
Arbor Lodge,271060,2007,Drugs,54
Arbor Lodge,271060,2007,DUII,37
Arbor Lodge,271060,2007,Embezzlement,15
Arbor Lodge,271060,2007,Forgery,37
Arbor Lodge,271060,2007,Fraud,55
Arbor Lodge,271060,2007,Gambling,
Arbor Lodge,271060,2007,Homicide,2
Arbor Lodge,271060,2007,Kidnap,
Arbor Lodge,271060,2007,Larceny,456
Arbor Lodge,271060,2007,Liquor Laws,29
Arbor Lodge,271060,2007,Motor Vehicle Theft,57
Arbor Lodge,271060,2007,Offenses Against Family,
Arbor Lodge,271060,2007,Prostitution,
Arbor Lodge,271060,2007,Rape,
Arbor Lodge,271060,2007,Robbery,35
Arbor Lodge,271060,2007,Runaway,
Arbor Lodge,271060,2007,Sex Offenses,
Arbor Lodge,271060,2007,Stolen Property,2
Arbor Lodge,271060,2007,Trespass,21
Arbor Lodge,271060,2007,Vandalism,118
Arbor Lodge,271060,2007,Weapons,4
Arbor Lodge,271060,2008,Aggravated Assault,11
Arbor Lodge,271060,2008,Arson,1
Arbor Lodge,271060,2008,"Assault, Simple",23
Arbor Lodge,271060,2008,Burglary,55
Arbor Lodge,271060,2008,Curfew,4
Arbor Lodge,271060,2008,Disorderly Conduct,47
Arbor Lodge,271060,2008,Drugs,32
Arbor Lodge,271060,2008,DUII,44
Arbor Lodge,271060,2008,Embezzlement,9
Arbor Lodge,271060,2008,Forgery,18
Arbor Lodge,271060,2008,Fraud,77
Arbor Lodge,271060,2008,Gambling,
Arbor Lodge,271060,2008,Homicide,
Arbor Lodge,271060,2008,Kidnap,
Arbor Lodge,271060,2008,Larceny,470
Arbor Lodge,271060,2008,Liquor Laws,33
Arbor Lodge,271060,2008,Motor Vehicle Theft,41
Arbor Lodge,271060,2008,Offenses Against Family,
Arbor Lodge,271060,2008,Prostitution,
Arbor Lodge,271060,2008,Rape,2
Arbor Lodge,271060,2008,Robbery,36
Arbor Lodge,271060,2008,Runaway,2
Arbor Lodge,271060,2008,Sex Offenses,
Arbor Lodge,271060,2008,Stolen Property,1
Arbor Lodge,271060,2008,Trespass,23
Arbor Lodge,271060,2008,Vandalism,64
Arbor Lodge,271060,2008,Weapons,3
Arbor Lodge,271060,2009,Aggravated Assault,18
Arbor Lodge,271060,2009,Arson,1
Arbor Lodge,271060,2009,"Assault, Simple",22
Arbor Lodge,271060,2009,Burglary,41
Arbor Lodge,271060,2009,Curfew,
Arbor Lodge,271060,2009,Disorderly Conduct,44
Arbor Lodge,271060,2009,Drugs,24
Arbor Lodge,271060,2009,DUII,18
Arbor Lodge,271060,2009,Embezzlement,3
Arbor Lodge,271060,2009,Forgery,19
Arbor Lodge,271060,2009,Fraud,44
Arbor Lodge,271060,2009,Gambling,
Arbor Lodge,271060,2009,Homicide,
Arbor Lodge,271060,2009,Kidnap,
Arbor Lodge,271060,2009,Larceny,467
Arbor Lodge,271060,2009,Liquor Laws,24
Arbor Lodge,271060,2009,Motor Vehicle Theft,44
Arbor Lodge,271060,2009,Offenses Against Family,
Arbor Lodge,271060,2009,Prostitution,
Arbor Lodge,271060,2009,Rape,
Arbor Lodge,271060,2009,Robbery,30
Arbor Lodge,271060,2009,Runaway,
Arbor Lodge,271060,2009,Sex Offenses,
Arbor Lodge,271060,2009,Stolen Property,2
Arbor Lodge,271060,2009,Trespass,25
Arbor Lodge,271060,2009,Vandalism,66
Arbor Lodge,271060,2009,Weapons,
Arbor Lodge,271060,2010,Aggravated Assault,8
Arbor Lodge,271060,2010,Arson,
Arbor Lodge,271060,2010,"Assault, Simple",18
Arbor Lodge,271060,2010,Burglary,34
Arbor Lodge,271060,2010,Curfew,6
Arbor Lodge,271060,2010,Disorderly Conduct,40
Arbor Lodge,271060,2010,Drugs,14
Arbor Lodge,271060,2010,DUII,28
Arbor Lodge,271060,2010,Embezzlement,
Arbor Lodge,271060,2010,Forgery,21
Arbor Lodge,271060,2010,Fraud,30
Arbor Lodge,271060,2010,Gambling,
Arbor Lodge,271060,2010,Homicide,
Arbor Lodge,271060,2010,Kidnap,
Arbor Lodge,271060,2010,Larceny,276
Arbor Lodge,271060,2010,Liquor Laws,17
Arbor Lodge,271060,2010,Motor Vehicle Theft,22
Arbor Lodge,271060,2010,Offenses Against Family,
Arbor Lodge,271060,2010,Prostitution,
Arbor Lodge,271060,2010,Rape,
Arbor Lodge,271060,2010,Robbery,18
Arbor Lodge,271060,2010,Runaway,
Arbor Lodge,271060,2010,Sex Offenses,1
Arbor Lodge,271060,2010,Stolen Property,
Arbor Lodge,271060,2010,Trespass,19
Arbor Lodge,271060,2010,Vandalism,53
Arbor Lodge,271060,2010,Weapons,2
Arbor Lodge,271060,2011,Aggravated Assault,11
Arbor Lodge,271060,2011,Arson,
Arbor Lodge,271060,2011,"Assault, Simple",19
Arbor Lodge,271060,2011,Burglary,40
Arbor Lodge,271060,2011,Curfew,
Arbor Lodge,271060,2011,Disorderly Conduct,44
Arbor Lodge,271060,2011,Drugs,26
Arbor Lodge,271060,2011,DUII,26
Arbor Lodge,271060,2011,Embezzlement,2
Arbor Lodge,271060,2011,Forgery,37
Arbor Lodge,271060,2011,Fraud,34
Arbor Lodge,271060,2011,Gambling,
Arbor Lodge,271060,2011,Homicide,
Arbor Lodge,271060,2011,Kidnap,
Arbor Lodge,271060,2011,Larceny,273
Arbor Lodge,271060,2011,Liquor Laws,51
Arbor Lodge,271060,2011,Motor Vehicle Theft,33
Arbor Lodge,271060,2011,Offenses Against Family,
Arbor Lodge,271060,2011,Prostitution,
Arbor Lodge,271060,2011,Rape,
Arbor Lodge,271060,2011,Robbery,22
Arbor Lodge,271060,2011,Runaway,
Arbor Lodge,271060,2011,Sex Offenses,1
Arbor Lodge,271060,2011,Stolen Property,
Arbor Lodge,271060,2011,Trespass,29
Arbor Lodge,271060,2011,Vandalism,50
Arbor Lodge,271060,2011,Weapons,3
Arbor Lodge,271060,2012,Aggravated Assault,9
Arbor Lodge,271060,2012,Arson,
Arbor Lodge,271060,2012,"Assault, Simple",24
Arbor Lodge,271060,2012,Burglary,46
Arbor Lodge,271060,2012,Curfew,
Arbor Lodge,271060,2012,Disorderly Conduct,55
Arbor Lodge,271060,2012,Drugs,18
Arbor Lodge,271060,2012,DUII,17
Arbor Lodge,271060,2012,Embezzlement,1
Arbor Lodge,271060,2012,Forgery,21
Arbor Lodge,271060,2012,Fraud,39
Arbor Lodge,271060,2012,Gambling,
Arbor Lodge,271060,2012,Homicide,
Arbor Lodge,271060,2012,Kidnap,
Arbor Lodge,271060,2012,Larceny,316
Arbor Lodge,271060,2012,Liquor Laws,33
Arbor Lodge,271060,2012,Motor Vehicle Theft,42
Arbor Lodge,271060,2012,Offenses Against Family,
Arbor Lodge,271060,2012,Prostitution,
Arbor Lodge,271060,2012,Rape,
Arbor Lodge,271060,2012,Robbery,16
Arbor Lodge,271060,2012,Runaway,1
Arbor Lodge,271060,2012,Sex Offenses,
Arbor Lodge,271060,2012,Stolen Property,
Arbor Lodge,271060,2012,Trespass,50
Arbor Lodge,271060,2012,Vandalism,46
Arbor Lodge,271060,2012,Weapons,1
Arbor Lodge,271060,2013,Aggravated Assault,9
Arbor Lodge,271060,2013,Arson,1
Arbor Lodge,271060,2013,"Assault, Simple",26
Arbor Lodge,271060,2013,Burglary,54
Arbor Lodge,271060,2013,Curfew,1
Arbor Lodge,271060,2013,Disorderly Conduct,38
Arbor Lodge,271060,2013,Drugs,29
Arbor Lodge,271060,2013,DUII,31
Arbor Lodge,271060,2013,Embezzlement,4
Arbor Lodge,271060,2013,Forgery,22
Arbor Lodge,271060,2013,Fraud,29
Arbor Lodge,271060,2013,Gambling,
Arbor Lodge,271060,2013,Homicide,
Arbor Lodge,271060,2013,Kidnap,
Arbor Lodge,271060,2013,Larceny,299
Arbor Lodge,271060,2013,Liquor Laws,40
Arbor Lodge,271060,2013,Motor Vehicle Theft,36
Arbor Lodge,271060,2013,Offenses Against Family,
Arbor Lodge,271060,2013,Prostitution,
Arbor Lodge,271060,2013,Rape,
Arbor Lodge,271060,2013,Robbery,20
Arbor Lodge,271060,2013,Runaway,
Arbor Lodge,271060,2013,Sex Offenses,
Arbor Lodge,271060,2013,Stolen Property,1
Arbor Lodge,271060,2013,Trespass,37
Arbor Lodge,271060,2013,Vandalism,44
Arbor Lodge,271060,2013,Weapons,3
Arbor Lodge,271060,2014,Aggravated Assault,12
Arbor Lodge,271060,2014,Arson,
Arbor Lodge,271060,2014,"Assault, Simple",16
Arbor Lodge,271060,2014,Burglary,42
Arbor Lodge,271060,2014,Curfew,
Arbor Lodge,271060,2014,Disorderly Conduct,32
Arbor Lodge,271060,2014,Drugs,22
Arbor Lodge,271060,2014,DUII,23
Arbor Lodge,271060,2014,Embezzlement,4
Arbor Lodge,271060,2014,Forgery,8
Arbor Lodge,271060,2014,Fraud,32
Arbor Lodge,271060,2014,Gambling,
Arbor Lodge,271060,2014,Homicide,
Arbor Lodge,271060,2014,Kidnap,
Arbor Lodge,271060,2014,Larceny,342
Arbor Lodge,271060,2014,Liquor Laws,36
Arbor Lodge,271060,2014,Motor Vehicle Theft,42
Arbor Lodge,271060,2014,Offenses Against Family,
Arbor Lodge,271060,2014,Prostitution,
Arbor Lodge,271060,2014,Rape,
Arbor Lodge,271060,2014,Robbery,22
Arbor Lodge,271060,2014,Runaway,
Arbor Lodge,271060,2014,Sex Offenses,
Arbor Lodge,271060,2014,Stolen Property,2
Arbor Lodge,271060,2014,Trespass,26
Arbor Lodge,271060,2014,Vandalism,39
Arbor Lodge,271060,2014,Weapons,2
Ardenwald,272783,2004,Aggravated Assault,
Ardenwald,272783,2004,Arson,
Ardenwald,272783,2004,"Assault, Simple",
Ardenwald,272783,2004,Burglary,
Ardenwald,272783,2004,Curfew,
Ardenwald,272783,2004,Disorderly Conduct,
Ardenwald,272783,2004,Drugs,
Ardenwald,272783,2004,DUII,
Ardenwald,272783,2004,Embezzlement,
Ardenwald,272783,2004,Forgery,
Ardenwald,272783,2004,Fraud,
Ardenwald,272783,2004,Gambling,
Ardenwald,272783,2004,Homicide,
Ardenwald,272783,2004,Kidnap,
Ardenwald,272783,2004,Larceny,
Ardenwald,272783,2004,Liquor Laws,
Ardenwald,272783,2004,Motor Vehicle Theft,
Ardenwald,272783,2004,Offenses Against Family,
Ardenwald,272783,2004,Prostitution,
Ardenwald,272783,2004,Rape,
Ardenwald,272783,2004,Robbery,
Ardenwald,272783,2004,Runaway,
Ardenwald,272783,2004,Sex Offenses,
Ardenwald,272783,2004,Stolen Property,
Ardenwald,272783,2004,Trespass,
Ardenwald,272783,2004,Vandalism,
Ardenwald,272783,2004,Weapons,
Ardenwald,272783,2005,Aggravated Assault,
Ardenwald,272783,2005,Arson,
Ardenwald,272783,2005,"Assault, Simple",
Ardenwald,272783,2005,Burglary,
Ardenwald,272783,2005,Curfew,
Ardenwald,272783,2005,Disorderly Conduct,
Ardenwald,272783,2005,Drugs,
Ardenwald,272783,2005,DUII,
Ardenwald,272783,2005,Embezzlement,
Ardenwald,272783,2005,Forgery,
Ardenwald,272783,2005,Fraud,
Ardenwald,272783,2005,Gambling,
Ardenwald,272783,2005,Homicide,
Ardenwald,272783,2005,Kidnap,
Ardenwald,272783,2005,Larceny,1
Ardenwald,272783,2005,Liquor Laws,
Ardenwald,272783,2005,Motor Vehicle Theft,
Ardenwald,272783,2005,Offenses Against Family,
Ardenwald,272783,2005,Prostitution,
Ardenwald,272783,2005,Rape,
Ardenwald,272783,2005,Robbery,
Ardenwald,272783,2005,Runaway,
Ardenwald,272783,2005,Sex Offenses,
Ardenwald,272783,2005,Stolen Property,
Ardenwald,272783,2005,Trespass,
Ardenwald,272783,2005,Vandalism,
Ardenwald,272783,2005,Weapons,
Ardenwald,272783,2006,Aggravated Assault,
Ardenwald,272783,2006,Arson,
Ardenwald,272783,2006,"Assault, Simple",
Ardenwald,272783,2006,Burglary,
Ardenwald,272783,2006,Curfew,
Ardenwald,272783,2006,Disorderly Conduct,
Ardenwald,272783,2006,Drugs,
Ardenwald,272783,2006,DUII,
Ardenwald,272783,2006,Embezzlement,
Ardenwald,272783,2006,Forgery,
Ardenwald,272783,2006,Fraud,
Ardenwald,272783,2006,Gambling,
Ardenwald,272783,2006,Homicide,
Ardenwald,272783,2006,Kidnap,
Ardenwald,272783,2006,Larceny,
Ardenwald,272783,2006,Liquor Laws,
Ardenwald,272783,2006,Motor Vehicle Theft,
Ardenwald,272783,2006,Offenses Against Family,
Ardenwald,272783,2006,Prostitution,
Ardenwald,272783,2006,Rape,
Ardenwald,272783,2006,Robbery,
