name,regionid,year,violent,count
Bridlemile,206554,2013,t,16
Bridlemile,206554,2014,f,107
Bridlemile,206554,2014,t,18
Brooklyn,206562,2004,f,95
Brooklyn,206562,2004,t,33
Brooklyn,206562,2005,f,334
Brooklyn,206562,2005,t,73
Brooklyn,206562,2006,f,346
Brooklyn,206562,2006,t,56
Brooklyn,206562,2007,f,288
Brooklyn,206562,2007,t,59
Brooklyn,206562,2008,f,235
Brooklyn,206562,2008,t,45
Brooklyn,206562,2009,f,269
Brooklyn,206562,2009,t,50
Brooklyn,206562,2010,f,279
Brooklyn,206562,2010,t,41
Brooklyn,206562,2011,f,291
Brooklyn,206562,2011,t,57
Brooklyn,206562,2012,f,263
Brooklyn,206562,2012,t,76
Brooklyn,206562,2013,f,288
Brooklyn,206562,2013,t,44
Brooklyn,206562,2014,f,209
Brooklyn,206562,2014,t,43
Buckman,271068,2004,f,520
Buckman,271068,2004,t,89
Buckman,271068,2005,f,1710
Buckman,271068,2005,t,231
Buckman,271068,2006,f,1425
Buckman,271068,2006,t,229
Buckman,271068,2007,f,1342
Buckman,271068,2007,t,228
Buckman,271068,2008,f,1539
Buckman,271068,2008,t,181
Buckman,271068,2009,f,1547
Buckman,271068,2009,t,179
Buckman,271068,2010,f,1221
Buckman,271068,2010,t,202
Buckman,271068,2011,f,1395
Buckman,271068,2011,t,179
Buckman,271068,2012,f,1665
Buckman,271068,2012,t,198
Buckman,271068,2013,f,1531
Buckman,271068,2013,t,217
Buckman,271068,2014,f,1601
Buckman,271068,2014,t,214
Cathedral Park,271070,2004,f,356
Cathedral Park,271070,2004,t,95
Cathedral Park,271070,2005,f,1135
Cathedral Park,271070,2005,t,242
Cathedral Park,271070,2006,f,888
Cathedral Park,271070,2006,t,234
Cathedral Park,271070,2007,f,1100
Cathedral Park,271070,2007,t,202
Cathedral Park,271070,2008,f,874
Cathedral Park,271070,2008,t,196
Cathedral Park,271070,2009,f,896
Cathedral Park,271070,2009,t,167
Cathedral Park,271070,2010,f,851
Cathedral Park,271070,2010,t,176
Cathedral Park,271070,2011,f,805
Cathedral Park,271070,2011,t,148
Cathedral Park,271070,2012,f,840
Cathedral Park,271070,2012,t,193
Cathedral Park,271070,2013,f,775
Cathedral Park,271070,2013,t,183
Cathedral Park,271070,2014,f,734
Cathedral Park,271070,2014,t,178
Centennial,271071,2004,f,289
Centennial,271071,2004,t,93
Centennial,271071,2005,f,1951
Centennial,271071,2005,t,375
Centennial,271071,2006,f,1521
Centennial,271071,2006,t,377
Centennial,271071,2007,f,1618
Centennial,271071,2007,t,375
Centennial,271071,2008,f,1477
Centennial,271071,2008,t,410
Centennial,271071,2009,f,1372
Centennial,271071,2009,t,344
Centennial,271071,2010,f,1369
Centennial,271071,2010,t,331
Centennial,271071,2011,f,1372
Centennial,271071,2011,t,352
Centennial,271071,2012,f,1398
Centennial,271071,2012,t,372
Centennial,271071,2013,f,1286
Centennial,271071,2013,t,349
Centennial,271071,2014,f,1261
Centennial,271071,2014,t,306
Center,271072,2004,f,184
Center,271072,2004,t,42
Center,271072,2005,f,741
Center,271072,2005,t,158
Center,271072,2006,f,552
Center,271072,2006,t,120
Center,271072,2007,f,523
Center,271072,2007,t,84
Center,271072,2008,f,436
Center,271072,2008,t,98
Center,271072,2009,f,473
Center,271072,2009,t,66
Center,271072,2010,f,417
Center,271072,2010,t,125
Center,271072,2011,f,490
Center,271072,2011,t,89
Center,271072,2012,f,449
Center,271072,2012,t,99
Center,271072,2013,f,448
Center,271072,2013,t,78
Center,271072,2014,f,447
Center,271072,2014,t,88
Central Beaverton,273187,2004,f,
Central Beaverton,273187,2004,t,
Central Beaverton,273187,2005,f,1
Central Beaverton,273187,2005,t,
Central Beaverton,273187,2006,f,
Central Beaverton,273187,2006,t,
Central Beaverton,273187,2007,f,
Central Beaverton,273187,2007,t,
Central Beaverton,273187,2008,f,1
Central Beaverton,273187,2008,t,
Central Beaverton,273187,2009,f,
Central Beaverton,273187,2009,t,
Central Beaverton,273187,2010,f,
Central Beaverton,273187,2010,t,
Central Beaverton,273187,2011,f,1
Central Beaverton,273187,2011,t,
Central Beaverton,273187,2012,f,8
Central Beaverton,273187,2012,t,
Central Beaverton,273187,2013,f,6
Central Beaverton,273187,2013,t,
Central Beaverton,273187,2014,f,2
Central Beaverton,273187,2014,t,
Concordia,271076,2004,f,129
Concordia,271076,2004,t,47
Concordia,271076,2005,f,552
Concordia,271076,2005,t,167
Concordia,271076,2006,f,508
Concordia,271076,2006,t,152
Concordia,271076,2007,f,525
Concordia,271076,2007,t,130
Concordia,271076,2008,f,534
Concordia,271076,2008,t,123
Concordia,271076,2009,f,385
Concordia,271076,2009,t,95
Concordia,271076,2010,f,324
Concordia,271076,2010,t,104
Concordia,271076,2011,f,329
Concordia,271076,2011,t,72
Concordia,271076,2012,f,334
Concordia,271076,2012,t,109
Concordia,271076,2013,f,360
Concordia,271076,2013,t,70
Concordia,271076,2014,f,370
Concordia,271076,2014,t,91
Corbett-Terwilliger-Lair Hill,273346,2004,f,101
Corbett-Terwilliger-Lair Hill,273346,2004,t,19
Corbett-Terwilliger-Lair Hill,273346,2005,f,396
Corbett-Terwilliger-Lair Hill,273346,2005,t,106
Corbett-Terwilliger-Lair Hill,273346,2006,f,372
Corbett-Terwilliger-Lair Hill,273346,2006,t,64
Corbett-Terwilliger-Lair Hill,273346,2007,f,369
Corbett-Terwilliger-Lair Hill,273346,2007,t,60
Corbett-Terwilliger-Lair Hill,273346,2008,f,287
Corbett-Terwilliger-Lair Hill,273346,2008,t,47
Corbett-Terwilliger-Lair Hill,273346,2009,f,291
Corbett-Terwilliger-Lair Hill,273346,2009,t,55
Corbett-Terwilliger-Lair Hill,273346,2010,f,359
Corbett-Terwilliger-Lair Hill,273346,2010,t,40
Corbett-Terwilliger-Lair Hill,273346,2011,f,322
Corbett-Terwilliger-Lair Hill,273346,2011,t,31
Corbett-Terwilliger-Lair Hill,273346,2012,f,315
Corbett-Terwilliger-Lair Hill,273346,2012,t,38
Corbett-Terwilliger-Lair Hill,273346,2013,f,295
Corbett-Terwilliger-Lair Hill,273346,2013,t,51
Corbett-Terwilliger-Lair Hill,273346,2014,f,357
Corbett-Terwilliger-Lair Hill,273346,2014,t,42
Creston-Kenilworth,273402,2004,f,189
Creston-Kenilworth,273402,2004,t,49
Creston-Kenilworth,273402,2005,f,552
Creston-Kenilworth,273402,2005,t,114
Creston-Kenilworth,273402,2006,f,465
Creston-Kenilworth,273402,2006,t,126
Creston-Kenilworth,273402,2007,f,474
Creston-Kenilworth,273402,2007,t,116
Creston-Kenilworth,273402,2008,f,337
Creston-Kenilworth,273402,2008,t,69
Creston-Kenilworth,273402,2009,f,282
Creston-Kenilworth,273402,2009,t,55
Creston-Kenilworth,273402,2010,f,351
Creston-Kenilworth,273402,2010,t,94
Creston-Kenilworth,273402,2011,f,334
Creston-Kenilworth,273402,2011,t,85
Creston-Kenilworth,273402,2012,f,325
Creston-Kenilworth,273402,2012,t,94
Creston-Kenilworth,273402,2013,f,321
Creston-Kenilworth,273402,2013,t,65
Creston-Kenilworth,273402,2014,f,387
Creston-Kenilworth,273402,2014,t,68
Cully,271079,2004,f,341
Cully,271079,2004,t,107
Cully,271079,2005,f,1374
Cully,271079,2005,t,381
Cully,271079,2006,f,1200
Cully,271079,2006,t,395
Cully,271079,2007,f,1196
Cully,271079,2007,t,353
Cully,271079,2008,f,1180
Cully,271079,2008,t,278
Cully,271079,2009,f,998
Cully,271079,2009,t,236
Cully,271079,2010,f,873
Cully,271079,2010,t,236
Cully,271079,2011,f,981
Cully,271079,2011,t,251
Cully,271079,2012,f,992
Cully,271079,2012,t,283
Cully,271079,2013,f,910
Cully,271079,2013,t,216
Cully,271079,2014,f,844
Cully,271079,2014,t,209
Denny Whitford,276294,2004,f,
Denny Whitford,276294,2004,t,
Denny Whitford,276294,2005,f,
Denny Whitford,276294,2005,t,
Denny Whitford,276294,2006,f,
Denny Whitford,276294,2006,t,
Denny Whitford,276294,2007,f,
Denny Whitford,276294,2007,t,
Denny Whitford,276294,2008,f,
Denny Whitford,276294,2008,t,
Denny Whitford,276294,2009,f,
Denny Whitford,276294,2009,t,
Denny Whitford,276294,2010,f,
Denny Whitford,276294,2010,t,
Denny Whitford,276294,2011,f,
Denny Whitford,276294,2011,t,
Denny Whitford,276294,2012,f,
Denny Whitford,276294,2012,t,
Denny Whitford,276294,2013,f,
Denny Whitford,276294,2013,t,
Denny Whitford,276294,2014,f,
Denny Whitford,276294,2014,t,
Downtown,271082,2004,f,1668
Downtown,271082,2004,t,205
Downtown,271082,2005,f,5704
Downtown,271082,2005,t,675
Downtown,271082,2006,f,4860
Downtown,271082,2006,t,751
Downtown,271082,2007,f,3989
Downtown,271082,2007,t,551
Downtown,271082,2008,f,3717
Downtown,271082,2008,t,522
Downtown,271082,2009,f,3260
Downtown,271082,2009,t,441
Downtown,271082,2010,f,3273
Downtown,271082,2010,t,444
Downtown,271082,2011,f,3898
Downtown,271082,2011,t,441
Downtown,271082,2012,f,3961
Downtown,271082,2012,t,468
Downtown,271082,2013,f,3980
Downtown,271082,2013,t,420
Downtown,271082,2014,f,4366
Downtown,271082,2014,t,467
Eastmoreland,206780,2004,f,54
Eastmoreland,206780,2004,t,17
Eastmoreland,206780,2005,f,303
Eastmoreland,206780,2005,t,49
Eastmoreland,206780,2006,f,246
Eastmoreland,206780,2006,t,42
Eastmoreland,206780,2007,f,246
Eastmoreland,206780,2007,t,35
Eastmoreland,206780,2008,f,179
Eastmoreland,206780,2008,t,31
Eastmoreland,206780,2009,f,136
Eastmoreland,206780,2009,t,35
Eastmoreland,206780,2010,f,163
Eastmoreland,206780,2010,t,39
Eastmoreland,206780,2011,f,189
Eastmoreland,206780,2011,t,51
Eastmoreland,206780,2012,f,153
Eastmoreland,206780,2012,t,37
Eastmoreland,206780,2013,f,148
Eastmoreland,206780,2013,t,50
Eastmoreland,206780,2014,f,158
Eastmoreland,206780,2014,t,51
Eliot,271085,2004,f,186
Eliot,271085,2004,t,43
Eliot,271085,2005,f,654
Eliot,271085,2005,t,155
Eliot,271085,2006,f,660
Eliot,271085,2006,t,161
Eliot,271085,2007,f,591
Eliot,271085,2007,t,155
Eliot,271085,2008,f,557
Eliot,271085,2008,t,124
Eliot,271085,2009,f,664
Eliot,271085,2009,t,128
Eliot,271085,2010,f,736
Eliot,271085,2010,t,96
Eliot,271085,2011,f,629
Eliot,271085,2011,t,109
Eliot,271085,2012,f,821
Eliot,271085,2012,t,129
Eliot,271085,2013,f,704
Eliot,271085,2013,t,124
Eliot,271085,2014,f,782
Eliot,271085,2014,t,148
Far Southwest,271087,2004,f,86
Far Southwest,271087,2004,t,16
Far Southwest,271087,2005,f,597
Far Southwest,271087,2005,t,92
Far Southwest,271087,2006,f,639
Far Southwest,271087,2006,t,100
Far Southwest,271087,2007,f,488
Far Southwest,271087,2007,t,104
Far Southwest,271087,2008,f,500
Far Southwest,271087,2008,t,66
Far Southwest,271087,2009,f,480
Far Southwest,271087,2009,t,78
Far Southwest,271087,2010,f,481
Far Southwest,271087,2010,t,63
Far Southwest,271087,2011,f,498
Far Southwest,271087,2011,t,89
Far Southwest,271087,2012,f,559
Far Southwest,271087,2012,t,105
Far Southwest,271087,2013,f,492
Far Southwest,271087,2013,t,73
Far Southwest,271087,2014,f,361
Far Southwest,271087,2014,t,55
Five Oaks,271089,2004,f,
Five Oaks,271089,2004,t,
Five Oaks,271089,2005,f,
Five Oaks,271089,2005,t,
Five Oaks,271089,2006,f,
Five Oaks,271089,2006,t,
Five Oaks,271089,2007,f,
Five Oaks,271089,2007,t,
Five Oaks,271089,2008,f,
Five Oaks,271089,2008,t,
Five Oaks,271089,2009,f,
Five Oaks,271089,2009,t,
Five Oaks,271089,2010,f,
Five Oaks,271089,2010,t,
Five Oaks,271089,2011,f,2
Five Oaks,271089,2011,t,
Five Oaks,271089,2012,f,1
Five Oaks,271089,2012,t,
Five Oaks,271089,2013,f,1
Five Oaks,271089,2013,t,
Five Oaks,271089,2014,f,
Five Oaks,271089,2014,t,
Forest Park,271090,2004,f,23
Forest Park,271090,2004,t,6
Forest Park,271090,2005,f,223
Forest Park,271090,2005,t,66
Forest Park,271090,2006,f,273
Forest Park,271090,2006,t,52
Forest Park,271090,2007,f,229
Forest Park,271090,2007,t,36
Forest Park,271090,2008,f,263
Forest Park,271090,2008,t,38
Forest Park,271090,2009,f,278
Forest Park,271090,2009,t,46
Forest Park,271090,2010,f,264
Forest Park,271090,2010,t,38
Forest Park,271090,2011,f,241
Forest Park,271090,2011,t,52
Forest Park,271090,2012,f,270
Forest Park,271090,2012,t,30
Forest Park,271090,2013,f,200
Forest Park,271090,2013,t,29
Forest Park,271090,2014,f,252
Forest Park,271090,2014,t,46
Foster Powell,344054,2004,f,422
Foster Powell,344054,2004,t,77
Foster Powell,344054,2005,f,1596
Foster Powell,344054,2005,t,220
Foster Powell,344054,2006,f,1512
Foster Powell,344054,2006,t,242
Foster Powell,344054,2007,f,1428
Foster Powell,344054,2007,t,246
Foster Powell,344054,2008,f,1342
Foster Powell,344054,2008,t,201
Foster Powell,344054,2009,f,1310
Foster Powell,344054,2009,t,140
Foster Powell,344054,2010,f,1288
Foster Powell,344054,2010,t,144
Foster Powell,344054,2011,f,1262
Foster Powell,344054,2011,t,199
Foster Powell,344054,2012,f,1344
Foster Powell,344054,2012,t,208
Foster Powell,344054,2013,f,1362
Foster Powell,344054,2013,t,184
Foster Powell,344054,2014,f,1058
Foster Powell,344054,2014,t,189
Government Island,273856,2004,f,
Government Island,273856,2004,t,
Government Island,273856,2005,f,
Government Island,273856,2005,t,
Government Island,273856,2006,f,
Government Island,273856,2006,t,
Government Island,273856,2007,f,
Government Island,273856,2007,t,
Government Island,273856,2008,f,
Government Island,273856,2008,t,
Government Island,273856,2009,f,1
Government Island,273856,2009,t,
Government Island,273856,2010,f,
Government Island,273856,2010,t,
Government Island,273856,2011,f,
Government Island,273856,2011,t,
Government Island,273856,2012,f,
Government Island,273856,2012,t,
Government Island,273856,2013,f,
Government Island,273856,2013,t,
Government Island,273856,2014,f,
Government Island,273856,2014,t,
Greenway,273899,2004,f,
Greenway,273899,2004,t,
Greenway,273899,2005,f,
Greenway,273899,2005,t,
Greenway,273899,2006,f,
Greenway,273899,2006,t,
Greenway,273899,2007,f,
Greenway,273899,2007,t,
Greenway,273899,2008,f,
Greenway,273899,2008,t,
Greenway,273899,2009,f,
Greenway,273899,2009,t,
Greenway,273899,2010,f,
Greenway,273899,2010,t,
Greenway,273899,2011,f,
Greenway,273899,2011,t,
Greenway,273899,2012,f,
Greenway,273899,2012,t,
Greenway,273899,2013,f,1
Greenway,273899,2013,t,
Greenway,273899,2014,f,
Greenway,273899,2014,t,
Haden Island,273912,2004,f,3
Haden Island,273912,2004,t,
Haden Island,273912,2005,f,530
Haden Island,273912,2005,t,70
Haden Island,273912,2006,f,443
Haden Island,273912,2006,t,72
Haden Island,273912,2007,f,408
Haden Island,273912,2007,t,38
Haden Island,273912,2008,f,346
Haden Island,273912,2008,t,46
Haden Island,273912,2009,f,386
Haden Island,273912,2009,t,36
Haden Island,273912,2010,f,333
Haden Island,273912,2010,t,36
Haden Island,273912,2011,f,335
Haden Island,273912,2011,t,35
Haden Island,273912,2012,f,329
Haden Island,273912,2012,t,35
Haden Island,273912,2013,f,380
Haden Island,273912,2013,t,41
Haden Island,273912,2014,f,396
Haden Island,273912,2014,t,28
Hayhurst,271098,2004,f,18
Hayhurst,271098,2004,t,2
Hayhurst,271098,2005,f,108
Hayhurst,271098,2005,t,26
Hayhurst,271098,2006,f,83
Hayhurst,271098,2006,t,24
Hayhurst,271098,2007,f,77
Hayhurst,271098,2007,t,15
Hayhurst,271098,2008,f,71
Hayhurst,271098,2008,t,13
Hayhurst,271098,2009,f,91
Hayhurst,271098,2009,t,14
Hayhurst,271098,2010,f,66
Hayhurst,271098,2010,t,10
Hayhurst,271098,2011,f,77
Hayhurst,271098,2011,t,23
Hayhurst,271098,2012,f,129
Hayhurst,271098,2012,t,22
Hayhurst,271098,2013,f,71
Hayhurst,271098,2013,t,11
Hayhurst,271098,2014,f,82
Hayhurst,271098,2014,t,13
Hazelwood,206971,2004,f,594
Hazelwood,206971,2004,t,122
Hazelwood,206971,2005,f,3468
Hazelwood,206971,2005,t,489
Hazelwood,206971,2006,f,3255
Hazelwood,206971,2006,t,476
Hazelwood,206971,2007,f,3243
Hazelwood,206971,2007,t,559
Hazelwood,206971,2008,f,2961
Hazelwood,206971,2008,t,483
Hazelwood,206971,2009,f,2691
Hazelwood,206971,2009,t,399
Hazelwood,206971,2010,f,2880
Hazelwood,206971,2010,t,518
Hazelwood,206971,2011,f,2944
Hazelwood,206971,2011,t,477
Hazelwood,206971,2012,f,2854
Hazelwood,206971,2012,t,494
Hazelwood,206971,2013,f,2572
Hazelwood,206971,2013,t,454
Hazelwood,206971,2014,f,2596
Hazelwood,206971,2014,t,480
Hector Campbell,273955,2004,f,
Hector Campbell,273955,2004,t,
Hector Campbell,273955,2005,f,
Hector Campbell,273955,2005,t,
Hector Campbell,273955,2006,f,
Hector Campbell,273955,2006,t,
Hector Campbell,273955,2007,f,
Hector Campbell,273955,2007,t,
Hector Campbell,273955,2008,f,
Hector Campbell,273955,2008,t,
Hector Campbell,273955,2009,f,
Hector Campbell,273955,2009,t,
Hector Campbell,273955,2010,f,
Hector Campbell,273955,2010,t,
Hector Campbell,273955,2011,f,
Hector Campbell,273955,2011,t,
Hector Campbell,273955,2012,f,
Hector Campbell,273955,2012,t,
Hector Campbell,273955,2013,f,
Hector Campbell,273955,2013,t,
Hector Campbell,273955,2014,f,
Hector Campbell,273955,2014,t,
Highlands,274008,2004,f,
Highlands,274008,2004,t,
Highlands,274008,2005,f,
Highlands,274008,2005,t,
Highlands,274008,2006,f,
Highlands,274008,2006,t,
Highlands,274008,2007,f,
Highlands,274008,2007,t,
Highlands,274008,2008,f,
Highlands,274008,2008,t,
Highlands,274008,2009,f,
Highlands,274008,2009,t,
Highlands,274008,2010,f,
Highlands,274008,2010,t,
Highlands,274008,2011,f,
Highlands,274008,2011,t,
Highlands,274008,2012,f,
Highlands,274008,2012,t,
Highlands,274008,2013,f,
Highlands,274008,2013,t,
Highlands,274008,2014,f,
Highlands,274008,2014,t,
Hillsdale,206987,2004,f,43
Hillsdale,206987,2004,t,15
Hillsdale,206987,2005,f,318
Hillsdale,206987,2005,t,56
Hillsdale,206987,2006,f,290
Hillsdale,206987,2006,t,60
Hillsdale,206987,2007,f,298
Hillsdale,206987,2007,t,54
Hillsdale,206987,2008,f,248
Hillsdale,206987,2008,t,47
Hillsdale,206987,2009,f,328
Hillsdale,206987,2009,t,63
Hillsdale,206987,2010,f,255
Hillsdale,206987,2010,t,61
Hillsdale,206987,2011,f,219
Hillsdale,206987,2011,t,66
Hillsdale,206987,2012,f,218
Hillsdale,206987,2012,t,58
Hillsdale,206987,2013,f,228
Hillsdale,206987,2013,t,52
Hillsdale,206987,2014,f,183
Hillsdale,206987,2014,t,22
Historic Milwaukie,274035,2004,f,
Historic Milwaukie,274035,2004,t,
Historic Milwaukie,274035,2005,f,
Historic Milwaukie,274035,2005,t,
Historic Milwaukie,274035,2006,f,
Historic Milwaukie,274035,2006,t,
Historic Milwaukie,274035,2007,f,
Historic Milwaukie,274035,2007,t,
Historic Milwaukie,274035,2008,f,
Historic Milwaukie,274035,2008,t,
Historic Milwaukie,274035,2009,f,
Historic Milwaukie,274035,2009,t,
Historic Milwaukie,274035,2010,f,
Historic Milwaukie,274035,2010,t,
Historic Milwaukie,274035,2011,f,1
Historic Milwaukie,274035,2011,t,
Historic Milwaukie,274035,2012,f,2
Historic Milwaukie,274035,2012,t,
Historic Milwaukie,274035,2013,f,1
Historic Milwaukie,274035,2013,t,
Historic Milwaukie,274035,2014,f,1
Historic Milwaukie,274035,2014,t,
Homestead,274053,2004,f,96
Homestead,274053,2004,t,10
Homestead,274053,2005,f,318
Homestead,274053,2005,t,43
Homestead,274053,2006,f,276
Homestead,274053,2006,t,30
Homestead,274053,2007,f,249
Homestead,274053,2007,t,15
Homestead,274053,2008,f,205
Homestead,274053,2008,t,21
Homestead,274053,2009,f,181
Homestead,274053,2009,t,25
Homestead,274053,2010,f,157
Homestead,274053,2010,t,24
Homestead,274053,2011,f,250
Homestead,274053,2011,t,17
Homestead,274053,2012,f,140
Homestead,274053,2012,t,14
Homestead,274053,2013,f,175
Homestead,274053,2013,t,23
Homestead,274053,2014,f,368
Homestead,274053,2014,t,38
Hosford,274059,2004,f,233
Hosford,274059,2004,t,59
Hosford,274059,2005,f,813
Hosford,274059,2005,t,178
Hosford,274059,2006,f,781
Hosford,274059,2006,t,145
Hosford,274059,2007,f,704
Hosford,274059,2007,t,145
Hosford,274059,2008,f,612
Hosford,274059,2008,t,86
Hosford,274059,2009,f,618
Hosford,274059,2009,t,96
Hosford,274059,2010,f,643
Hosford,274059,2010,t,97
Hosford,274059,2011,f,623
Hosford,274059,2011,t,113
Hosford,274059,2012,f,724
Hosford,274059,2012,t,111
Hosford,274059,2013,f,720
Hosford,274059,2013,t,98
Hosford,274059,2014,f,757
Hosford,274059,2014,t,82
Irvington,207031,2004,f,233
Irvington,207031,2004,t,61
Irvington,207031,2005,f,652
Irvington,207031,2005,t,146
Irvington,207031,2006,f,602
Irvington,207031,2006,t,138
Irvington,207031,2007,f,578
Irvington,207031,2007,t,104
Irvington,207031,2008,f,520
Irvington,207031,2008,t,103
Irvington,207031,2009,f,569
Irvington,207031,2009,t,77
Irvington,207031,2010,f,554
Irvington,207031,2010,t,84
Irvington,207031,2011,f,500
Irvington,207031,2011,t,76
Irvington,207031,2012,f,567
Irvington,207031,2012,t,109
Irvington,207031,2013,f,664
Irvington,207031,2013,t,119
Irvington,207031,2014,f,619
Irvington,207031,2014,t,97
Island Station,274111,2004,f,
Island Station,274111,2004,t,
Island Station,274111,2005,f,
Island Station,274111,2005,t,
Island Station,274111,2006,f,
